edad,grado,promedio_matematica,promedio_comunicacion,promedio_ciencias,promedio_general,num_cursos_desaprobados,porcentaje_asistencia,num_tardanzas,num_inasistencias_injustificadas,tendencia_notas,participacion_clase,entrega_tareas,repitio_grado,horas_estudio_semanal,target,genero,estructura_familiar,num_hermanos,nivel_socioeconomico,nivel_educativo_padres,trabaja_estudiante,horas_trabajo_semanal,acceso_internet_hogar,distancia_colegio_km,nivel_autoestima,nivel_ansiedad,nivel_motivacion_escolar,apoyo_familiar_percibido,eventos_estresantes_recientes,relacion_con_companeros,horas_sueño_diarias,consumo_sustancias,participa_actividades_extracurriculares,atencion_psicologica_previa
14.0,2,11.74,17.73,17.69,16.52,2,87.1,7,1,2,2,87.9,0,8.2,1,1,3,2,3,1,0,20.8,0,2.65,2.0,3,3,2,0,0,6.9,0,0,0
14.0,3,18.88,10.83,16.67,15.48,0,93.9,2,2,2,0,100.0,0,11.3,0,0,1,0,2,3,0,20.8,1,1.14,3.0,2,5,4,0,0,8.0,0,1,0
13.0,1,17.48,16.51,14.93,16.31,0,98.5,1,0,2,0,85.8,0,12.9,0,1,1,1,2,1,1,16.6,1,4.06,4.0,2,2,5,0,0,6.4,0,0,0
17.0,5,11.52,10.3,17.64,12.82,4,68.9,7,7,1,2,58.6,0,9.8,1,0,0,2,3,3,0,20.8,1,6.46,3.0,4,3,2,1,2,6.8,0,0,0
13.0,2,8.32,14.13,13.69,11.97,3,83.7,5,4,2,1,94.3,1,9.8,1,0,2,4,3,3,1,20.8,1,1.86,4.0,3,3,2,1,2,6.9,0,1,0
12.0,1,17.9,15.35,14.96,15.76,1,90.2,0,1,1,2,92.6,0,6.8,1,0,3,2,2,1,0,20.8,0,0.22,3.0,3,4,4,0,0,8.3,0,1,0
15.0,4,19.36,14.53,20.0,17.6,0,84.9,2,3,2,0,89.3,1,10.4,0,1,0,2,2,3,1,13.0,1,1.35,5.0,2,3,5,0,0,7.7,0,1,1
13.0,1,16.78,12.28,14.23,14.32,0,89.4,1,1,1,0,76.8,0,14.6,0,1,3,2,0,0,0,20.8,1,0.19,5.0,2,4,5,0,0,9.0,0,0,0
15.0,3,16.34,18.91,13.51,16.61,0,80.3,2,0,2,0,65.3,0,16.1,0,0,1,0,2,1,1,22.3,1,2.97,4.0,2,4,3,1,0,7.8,0,1,0
16.0,5,15.9,11.2,13.26,13.31,1,87.8,2,1,1,2,76.4,0,16.6,0,1,0,3,2,3,0,20.8,1,2.09,2.0,2,4,4,0,3,8.1,0,1,0
16.0,4,14.82,13.19,14.42,15.16,2,81.6,1,2,2,2,72.9,0,6.3,0,0,0,1,2,1,0,20.8,1,0.12,5.0,3,2,3,0,0,5.8,1,0,0
15.0,3,9.26,16.48,11.26,11.9,1,69.5,5,5,1,1,69.6,1,7.1,0,0,0,4,3,3,0,20.8,1,5.66,3.0,4,3,4,0,2,4.5,0,0,0
14.0,3,3.7,7.93,7.69,7.17,4,50.7,6,12,0,1,34.0,0,8.1,2,0,3,2,3,3,1,19.4,0,5.09,3.0,3,1,2,1,1,6.3,0,0,1
13.0,1,10.52,7.61,7.07,8.18,2,62.9,5,6,0,2,68.7,0,7.8,2,1,0,3,3,3,0,20.8,1,0.99,2.0,4,4,4,0,2,5.7,0,1,0
14.0,2,8.8,5.79,11.55,9.07,4,84.8,6,12,0,1,46.0,0,4.9,2,0,3,1,1,0,1,26.3,1,2.02,2.0,4,2,4,1,1,7.8,0,1,1
16.0,5,15.23,16.08,12.69,15.11,1,80.1,2,0,2,2,79.5,0,10.6,0,1,0,3,2,3,0,20.8,1,1.86,3.0,3,5,3,0,2,6.3,0,1,0
12.0,1,6.89,4.93,4.6,5.95,0,58.5,8,10,1,1,55.4,0,11.2,1,0,3,1,1,3,1,23.6,1,0.54,3.0,5,1,3,0,2,6.3,0,1,0
16.0,4,6.67,6.01,13.16,9.21,2,66.4,9,7,3,1,54.6,1,1.3,2,1,0,1,3,1,0,20.8,1,1.45,2.0,4,1,3,1,2,6.6,0,0,1
16.0,5,13.51,6.24,12.49,9.23,3,75.8,2,8,1,2,52.0,1,9.8,1,0,0,2,3,0,0,20.8,1,4.14,2.0,4,3,2,1,2,7.1,0,0,0
17.0,5,4.61,8.09,7.62,7.6,3,44.4,5,11,0,1,42.0,0,0.7,2,0,0,1,1,3,1,25.3,1,0.45,3.0,4,2,3,1,2,5.4,0,0,1
17.0,5,19.58,13.24,18.83,16.78,0,95.0,4,2,2,2,81.9,0,12.6,0,0,0,0,0,1,1,19.4,1,1.33,3.0,2,4,5,0,0,7.3,0,0,1
14.0,2,10.52,16.74,12.49,12.28,2,88.6,4,3,1,2,72.0,0,4.4,1,0,3,1,2,3,0,20.8,1,2.62,4.0,3,3,4,0,0,7.3,0,1,0
15.0,3,17.4,17.04,11.9,15.41,2,83.3,2,0,1,0,100.0,0,18.2,0,0,3,2,2,3,1,14.2,1,3.06,4.0,2,4,4,1,0,8.2,0,0,0
17.0,5,9.66,12.0,13.74,12.3,0,69.7,1,3,0,1,66.3,0,0.9,1,0,0,1,3,1,0,20.8,1,1.04,2.0,5,4,2,1,0,6.4,0,1,0
15.0,4,20.0,20.0,17.46,19.09,0,100.0,1,0,1,0,99.0,0,12.2,0,0,0,5,0,4,0,20.8,1,0.6,3.0,1,4,3,0,0,8.8,0,1,0
15.0,4,11.1,12.53,10.45,10.39,1,83.4,5,4,3,1,44.9,1,7.8,1,0,3,0,3,1,1,24.9,0,0.9,1.0,3,1,3,0,2,6.7,0,0,1
16.0,5,6.12,6.27,5.63,5.47,2,70.7,7,4,0,2,54.7,0,12.5,1,0,0,1,3,1,0,20.8,1,2.16,2.0,3,3,2,0,1,6.9,0,1,0
15.0,4,10.08,9.65,14.91,11.42,1,100.0,2,0,2,0,78.5,1,11.5,0,0,3,2,4,3,0,20.8,1,1.86,2.0,2,4,3,1,0,7.0,0,0,0
15.0,3,15.18,13.17,6.4,11.47,0,63.3,2,3,1,2,68.5,0,6.1,1,1,1,3,2,1,0,20.8,1,0.91,3.0,3,3,2,1,2,7.2,0,0,0
13.0,1,12.11,7.95,9.27,10.36,1,79.7,8,7,2,1,73.4,0,0.5,1,0,0,1,2,3,0,20.8,1,1.06,4.0,4,3,4,0,2,7.6,0,1,0
16.0,4,14.89,16.76,15.2,15.36,0,100.0,2,3,2,2,100.0,0,6.1,0,1,1,1,0,2,0,20.8,0,0.32,3.0,2,4,4,1,0,4.9,1,1,1
15.0,3,10.52,5.75,11.84,8.74,1,71.6,11,7,0,1,45.7,0,8.4,2,0,0,2,1,1,0,20.8,1,1.91,1.0,3,1,3,1,1,8.6,1,0,1
16.0,5,11.65,11.96,13.44,11.86,0,100.0,3,2,1,0,84.3,0,11.2,0,1,3,0,4,4,0,20.8,1,0.63,4.0,2,2,5,1,2,7.0,0,1,0
14.0,2,17.96,17.34,18.16,17.07,0,85.0,4,2,1,0,71.9,0,12.1,0,0,3,0,0,3,0,20.8,1,0.13,4.0,3,5,3,0,0,6.7,0,0,0
15.0,3,11.15,12.26,11.73,12.15,0,88.2,3,2,2,1,57.3,0,8.1,0,0,0,2,3,3,1,12.4,0,1.85,2.0,1,5,4,0,2,6.4,0,0,0
16.0,4,11.97,14.1,15.87,13.94,1,82.2,7,3,1,2,76.4,0,1.5,1,0,0,0,3,1,0,20.8,1,1.19,3.0,3,3,3,0,2,5.3,0,0,0
14.0,2,8.39,9.95,7.51,8.83,1,65.7,8,7,0,1,58.0,1,6.5,1,0,0,1,1,2,1,23.6,1,8.44,1.0,3,2,4,1,1,6.7,0,1,0
17.0,5,9.36,5.96,3.6,6.8,3,77.5,9,10,3,2,62.8,0,4.0,2,1,0,2,3,0,0,20.8,1,1.9,2.0,4,3,3,0,1,5.1,0,0,0
13.0,2,10.0,14.51,15.73,13.38,1,82.1,4,4,0,1,55.6,0,11.9,0,0,0,0,2,1,0,20.8,1,6.17,4.0,4,4,2,1,0,7.1,0,0,0
13.0,2,16.35,16.71,12.42,15.12,3,89.8,3,1,2,0,78.2,0,8.6,0,0,0,1,0,1,1,12.1,1,0.22,3.0,3,3,3,1,0,6.3,0,1,0
13.0,2,4.96,4.98,6.74,5.94,5,64.2,7,7,1,1,21.2,0,0.2,2,0,0,0,3,3,0,20.8,0,0.73,3.0,4,1,1,1,2,6.9,1,0,0
13.0,2,7.66,6.47,4.64,5.38,2,52.7,5,13,0,1,49.8,1,2.6,2,1,0,0,1,3,0,20.8,0,7.03,2.0,2,2,2,0,1,6.2,0,0,0
17.0,5,7.88,8.2,12.75,10.24,2,69.7,7,2,0,1,68.2,1,8.1,1,1,0,0,1,2,1,11.0,1,3.14,4.0,4,2,3,1,1,5.6,0,1,0
17.0,5,12.42,11.97,9.32,11.6,3,81.6,7,2,1,1,48.7,0,7.9,1,1,0,2,3,1,0,20.8,1,1.33,3.0,3,3,5,0,2,5.8,0,0,0
16.0,5,9.93,9.6,11.77,10.14,4,63.1,13,11,0,2,56.3,0,6.8,2,2,3,1,1,1,0,20.8,0,0.29,2.0,4,3,3,1,1,5.1,0,0,1
17.0,5,15.26,12.57,12.87,13.98,2,78.7,3,3,2,0,89.1,0,14.6,0,1,2,3,2,3,0,20.8,1,5.55,3.0,1,4,1,1,2,8.9,0,0,0
16.0,5,7.95,7.12,9.76,8.6,5,70.3,8,11,3,2,52.9,0,9.3,1,1,1,0,3,1,1,26.8,1,1.29,2.0,4,2,3,0,1,7.5,0,1,0
12.0,1,10.72,7.71,8.56,9.19,1,45.0,11,15,0,1,21.3,0,8.7,1,1,2,3,1,1,0,20.8,1,1.76,1.0,3,3,2,1,2,7.9,0,0,0
14.0,2,9.55,4.97,12.14,9.0,3,71.5,9,3,0,1,76.0,0,8.3,1,2,0,1,1,0,1,21.2,0,4.95,4.0,2,3,4,0,1,5.8,0,0,1
13.0,1,10.91,8.94,15.19,10.66,2,69.2,7,4,2,1,55.5,0,8.1,1,0,0,4,3,3,1,23.0,1,1.42,3.0,3,3,2,0,2,7.8,0,1,0
15.0,3,16.91,15.59,14.21,14.92,2,88.0,4,1,2,0,85.9,1,6.4,0,0,3,1,2,2,0,20.8,1,2.67,3.0,1,3,3,1,0,8.5,0,0,1
16.0,5,7.94,12.83,16.1,12.61,3,76.5,5,6,2,2,75.8,0,13.0,0,1,3,3,2,1,0,20.8,1,0.1,3.0,3,4,3,0,0,6.8,0,0,0
16.0,5,7.08,6.91,6.51,7.09,4,63.9,3,4,1,1,66.9,0,2.4,2,1,0,0,3,3,0,20.8,0,10.34,3.0,4,1,3,0,1,6.7,0,0,0
16.0,5,8.19,10.22,14.03,10.82,1,73.9,6,3,1,1,55.0,0,7.7,1,0,0,0,1,3,0,20.8,1,4.75,1.0,3,1,3,0,1,5.8,0,0,0
13.0,2,4.58,15.56,5.46,7.79,2,73.1,6,9,0,1,69.6,0,7.9,1,1,3,1,1,1,1,26.4,1,2.18,3.0,5,3,2,0,2,8.1,0,0,1
14.0,3,10.6,9.36,14.37,11.43,6,70.8,13,8,1,2,58.2,0,5.9,2,0,0,3,1,1,0,20.8,1,0.72,3.0,4,3,4,1,1,6.3,0,0,1
17.0,5,19.87,18.08,16.01,18.92,0,94.3,2,3,2,0,68.4,0,6.5,0,1,0,1,0,0,0,20.8,1,0.57,3.0,3,3,4,0,0,7.4,0,0,1
15.0,3,8.24,3.19,0.73,4.41,2,85.1,6,7,0,2,69.6,0,6.6,2,0,0,3,3,1,0,20.8,1,0.11,3.0,3,1,2,0,2,3.2,0,1,0
16.0,5,6.81,13.99,6.14,8.97,1,68.8,6,8,1,1,45.4,0,0.0,2,0,1,1,3,1,0,20.8,0,4.07,4.0,4,2,5,0,3,7.0,0,0,1
15.0,3,13.68,7.77,13.38,12.3,2,73.7,3,4,1,0,77.1,0,7.3,1,0,3,1,3,1,0,20.8,0,2.92,3.0,4,4,3,0,0,5.5,1,1,0
16.0,5,14.69,14.6,11.5,13.31,2,86.1,5,2,2,0,71.3,0,12.4,0,0,2,1,2,0,0,20.8,1,0.32,2.0,1,2,4,1,0,8.6,0,1,0
16.0,4,15.87,8.52,7.77,9.77,3,54.8,6,12,0,1,45.9,0,0.0,2,2,0,3,1,0,1,30.2,0,0.5,3.0,3,2,1,0,1,5.3,1,0,0
12.0,1,12.88,16.1,13.24,13.38,1,93.5,0,1,2,0,100.0,0,9.4,0,0,0,3,2,1,0,20.8,1,2.02,3.0,2,4,4,1,0,6.3,0,0,0
12.0,1,7.22,9.92,7.08,7.65,2,69.6,7,10,0,1,60.8,0,11.3,2,1,3,3,1,1,1,28.9,1,0.81,3.0,4,3,2,1,1,6.1,0,1,0
13.0,1,5.6,8.37,8.23,7.71,3,57.5,4,8,0,1,32.8,1,0.4,2,0,3,3,1,3,0,20.8,1,0.32,2.0,4,2,1,1,2,5.0,0,0,1
14.0,3,11.68,14.21,17.27,14.03,0,78.7,3,4,1,2,75.0,0,12.8,0,1,0,1,2,0,0,20.8,1,3.19,3.0,3,3,4,0,0,6.9,0,0,0
13.0,1,11.17,12.64,10.62,11.28,5,62.1,12,8,1,1,57.6,0,3.2,2,1,0,1,3,3,0,20.8,1,13.63,3.0,4,3,1,1,1,6.8,0,0,0
17.0,5,14.77,14.42,15.58,14.33,4,78.1,7,4,2,2,66.7,0,8.5,0,0,2,0,3,2,0,20.8,0,0.21,4.0,3,3,2,0,3,6.0,0,1,0
16.0,5,15.71,15.91,12.48,14.47,1,79.8,3,2,2,0,82.3,0,2.9,0,0,0,5,2,1,0,20.8,1,0.43,3.0,3,5,4,0,0,6.8,0,0,0
13.0,2,15.14,14.47,18.76,16.32,0,92.4,1,0,2,0,98.7,0,11.4,0,0,2,2,2,1,0,20.8,1,0.21,4.0,1,3,2,0,2,6.7,0,0,0
15.0,3,9.68,9.43,6.63,8.84,4,79.7,5,11,0,2,67.0,0,9.2,1,1,0,2,4,0,0,20.8,1,0.1,1.0,4,2,4,1,2,7.6,0,0,0
16.0,5,12.04,13.35,15.23,13.17,3,87.4,5,3,0,0,87.4,0,12.3,1,0,3,1,3,0,1,7.2,0,3.04,3.0,5,4,3,0,1,7.7,0,1,0
14.0,2,14.17,8.28,9.95,11.52,2,59.0,14,10,1,1,61.2,1,6.1,2,0,0,5,1,1,1,23.7,1,0.28,2.0,5,2,2,0,1,6.9,0,0,0
16.0,4,5.91,7.35,6.3,6.41,5,78.7,11,4,1,2,44.4,0,0.0,2,0,3,0,1,3,0,20.8,1,1.53,2.0,3,2,2,1,2,5.7,1,1,0
14.0,3,13.05,6.68,10.59,11.11,3,78.8,7,6,0,0,72.6,0,9.8,1,0,0,2,2,3,0,20.8,1,3.63,3.0,3,3,5,1,2,6.9,0,0,1
13.0,2,11.93,13.5,12.3,12.57,1,78.0,4,3,1,1,70.0,0,8.4,1,0,3,0,3,1,0,20.8,0,1.4,5.0,3,4,3,0,1,8.1,0,1,0
13.0,1,16.63,14.12,17.26,15.0,1,84.4,3,4,2,2,88.7,0,9.8,1,1,3,1,2,0,0,20.8,1,2.32,3.0,2,4,5,1,0,7.8,0,0,0
14.0,2,8.97,10.07,10.17,9.31,7,60.1,6,6,0,2,40.3,0,5.5,1,1,0,3,1,4,1,22.3,0,5.12,3.0,1,4,3,0,1,6.5,0,1,0
16.0,5,11.06,10.27,16.02,12.59,2,76.0,6,1,3,0,59.2,0,12.4,1,1,0,1,2,3,0,20.8,1,7.87,3.0,3,2,4,1,0,7.7,0,0,1
14.0,3,6.15,8.61,10.39,7.69,5,60.2,8,8,0,1,29.6,0,6.0,2,0,0,2,3,0,1,23.7,0,0.16,1.0,4,1,3,1,1,4.9,0,0,0
12.0,1,15.21,13.97,16.98,15.96,1,86.6,1,0,2,0,69.8,0,10.0,0,0,1,0,2,1,0,20.8,1,0.1,2.0,2,4,5,0,0,6.2,0,0,0
17.0,5,18.26,17.82,13.82,17.3,0,96.4,1,1,1,0,88.4,0,14.3,0,0,0,1,2,0,0,20.8,1,0.27,4.0,1,3,5,0,0,6.7,0,0,0
16.0,4,11.47,10.4,4.66,9.47,3,56.3,15,8,0,1,66.2,0,4.0,2,0,0,2,1,0,1,26.5,1,0.56,4.0,4,2,3,1,2,5.9,0,0,0
17.0,5,10.2,12.9,14.08,13.81,2,83.7,4,5,2,0,68.3,0,9.4,1,1,3,0,2,0,1,22.9,1,6.81,3.0,2,3,3,0,1,6.2,0,1,0
16.0,5,8.9,10.11,10.64,9.83,5,76.3,7,6,1,0,78.1,0,8.5,1,1,3,2,3,1,1,24.6,1,3.13,4.0,2,3,4,1,0,0.6,1,0,0
13.0,1,14.74,14.99,15.24,14.45,1,82.2,2,1,2,2,96.3,1,16.5,0,0,0,1,2,3,0,20.8,1,0.62,5.0,2,3,3,0,3,6.9,0,0,0
16.0,4,18.39,14.58,11.93,14.6,1,86.8,9,4,2,0,80.4,0,11.5,1,2,3,1,4,3,0,20.8,0,3.62,3.0,1,3,5,0,0,8.7,0,1,1
15.0,4,10.29,9.86,9.63,10.23,1,78.5,6,5,1,2,58.2,1,7.9,1,1,3,2,1,1,1,20.9,0,1.04,4.0,4,3,3,0,1,8.6,0,0,0
16.0,5,20.0,19.67,13.14,18.14,1,96.9,0,2,2,0,83.7,0,5.3,0,1,0,3,2,1,0,20.8,0,2.07,4.0,2,2,5,1,0,5.2,0,1,0
13.0,2,13.42,13.91,10.96,12.0,4,80.6,6,2,2,1,65.5,1,2.1,0,1,2,0,2,3,1,19.1,0,2.68,2.0,3,2,4,1,2,6.8,0,0,0
13.0,1,14.22,1.68,5.8,7.12,3,66.8,5,14,0,1,47.2,0,9.0,1,1,0,1,3,0,0,20.8,1,0.11,2.0,4,3,4,0,1,5.6,0,1,0
17.0,5,16.71,20.0,19.74,18.64,2,88.9,0,1,2,0,68.0,0,8.9,0,1,0,1,2,1,0,20.8,1,1.77,3.0,3,4,5,0,0,8.0,0,0,0
14.0,2,9.47,7.21,8.13,8.23,2,63.9,6,8,1,1,70.5,1,10.1,2,0,3,1,1,3,0,20.8,1,6.3,3.0,5,2,3,0,1,6.3,1,0,0
12.0,1,12.43,10.3,9.33,10.72,3,79.6,6,7,1,1,64.1,0,4.2,1,1,3,0,3,1,0,20.8,0,0.22,3.0,4,2,3,1,2,6.4,0,0,0
15.0,3,16.34,13.04,11.51,14.04,2,86.3,3,3,1,0,74.8,0,8.6,0,1,3,0,2,1,0,20.8,1,2.87,2.0,2,4,4,0,0,6.3,0,0,0
14.0,2,7.08,7.25,4.43,6.44,6,66.6,9,4,1,1,56.9,0,8.1,2,0,3,1,4,1,1,30.6,0,0.59,2.0,5,4,2,1,1,7.4,0,0,1
16.0,4,18.16,17.27,12.57,15.98,2,68.2,6,7,2,1,77.4,0,7.6,1,1,0,1,2,1,0,20.8,1,6.75,4.0,3,3,3,1,2,6.9,0,1,1
17.0,5,20.0,15.4,20.0,18.89,1,91.4,3,2,2,0,100.0,0,11.1,0,1,0,1,2,3,0,20.8,1,0.44,4.0,3,3,4,1,0,7.8,0,1,0
15.0,3,17.9,17.91,16.54,17.37,1,100.0,1,3,1,2,79.3,0,15.1,0,1,3,2,2,3,0,20.8,1,1.62,5.0,2,3,5,0,0,8.2,0,1,1
14.0,3,11.67,10.24,8.92,10.93,0,65.8,6,5,1,2,69.4,0,6.7,1,0,0,1,3,0,1,18.4,1,5.53,4.0,4,1,5,0,2,6.0,0,1,0
14.0,3,13.51,9.28,10.23,10.85,2,89.5,4,5,3,2,55.9,0,12.0,1,2,3,2,2,0,0,20.8,1,2.54,2.0,3,4,1,0,2,6.3,0,0,0
14.0,3,12.91,13.62,17.31,13.65,0,82.2,1,8,2,0,74.1,0,3.0,0,1,1,1,2,3,0,20.8,1,4.31,3.0,3,3,2,0,0,6.9,0,0,1
17.0,5,17.8,18.32,18.39,18.41,2,97.8,2,2,2,0,85.2,0,13.0,0,2,0,0,2,1,0,20.8,1,2.82,2.0,3,4,5,1,2,7.2,0,0,1
15.0,3,11.64,17.1,12.65,13.11,3,80.2,8,11,1,2,68.7,0,7.0,1,0,2,3,2,3,0,20.8,1,1.43,4.0,3,2,1,1,1,6.2,0,0,0
17.0,5,10.71,12.88,16.57,13.41,1,84.6,5,3,2,2,65.2,0,11.7,0,0,1,2,2,0,0,20.8,1,0.62,1.0,1,5,4,0,2,7.7,0,0,0
14.0,2,13.06,9.8,20.0,13.71,1,78.1,8,5,2,0,80.7,0,8.4,0,1,0,2,2,1,0,20.8,1,0.1,3.0,4,2,5,1,0,7.4,0,1,1
13.0,1,7.13,10.13,15.16,10.57,3,70.1,3,4,1,2,73.6,0,8.1,1,0,0,4,3,3,0,20.8,0,3.58,4.0,3,3,2,0,2,6.0,0,0,0
12.0,1,10.77,10.39,12.58,11.14,4,86.2,4,7,1,2,55.8,0,9.4,1,1,0,1,3,3,0,20.8,0,0.19,2.0,3,3,3,0,2,6.9,0,1,1
14.0,2,15.88,18.38,18.12,17.79,0,93.3,1,0,1,0,96.5,0,8.0,0,1,0,1,2,1,0,20.8,1,2.11,5.0,2,3,5,0,0,4.9,0,1,0
14.0,3,14.67,13.04,11.88,14.16,3,84.4,8,6,1,1,69.6,0,9.0,1,0,3,3,3,1,0,20.8,1,6.08,3.0,4,3,4,0,2,5.0,0,0,0
13.0,1,15.67,10.62,13.84,13.09,3,97.0,4,6,1,1,72.3,0,16.0,1,1,2,1,4,1,0,20.8,1,1.15,4.0,5,3,2,0,2,5.7,0,0,0
15.0,4,19.43,14.83,17.93,17.01,0,84.6,1,2,1,0,85.9,0,9.3,0,1,0,0,2,3,0,20.8,0,0.5,4.0,3,3,4,0,0,5.8,0,0,1
16.0,4,15.07,13.44,18.53,15.76,0,80.4,6,3,1,0,100.0,1,5.2,1,0,0,1,3,3,1,26.9,1,3.5,2.0,5,4,4,1,0,6.1,0,0,0
14.0,3,14.91,12.11,14.79,14.41,2,76.6,4,3,1,2,73.4,0,11.8,1,2,3,0,3,0,0,20.8,1,0.98,3.0,3,4,4,0,2,4.0,0,0,0
15.0,3,10.83,13.14,12.63,12.64,0,84.0,3,4,1,2,77.2,0,8.1,1,2,3,1,2,1,1,25.4,0,0.37,2.0,2,2,4,0,2,6.8,0,0,0
15.0,3,16.81,19.91,18.71,18.51,0,100.0,2,2,2,0,91.0,0,13.4,0,0,1,2,0,1,0,20.8,1,5.94,3.0,2,4,4,1,2,5.9,0,0,1
15.0,3,10.31,4.92,13.46,9.58,2,56.0,4,6,0,1,58.2,0,9.8,1,1,2,2,1,1,0,20.8,0,5.48,3.0,2,3,4,0,1,4.3,0,0,0
13.0,2,17.29,13.99,12.49,13.74,3,90.8,3,2,2,2,80.5,0,15.5,0,1,0,0,2,1,1,5.9,1,1.38,4.0,1,5,1,0,3,8.5,0,1,0
14.0,2,9.97,12.49,13.87,13.57,1,89.9,5,3,0,0,76.1,0,7.0,1,0,0,3,3,3,0,20.8,1,1.41,3.0,4,3,5,0,2,8.7,0,0,0
12.0,1,9.25,7.71,12.01,10.22,1,59.9,5,3,0,1,84.5,1,8.1,1,2,2,1,1,1,0,20.8,0,2.71,3.0,2,2,3,0,2,6.5,1,1,0
16.0,5,9.18,8.66,10.68,9.94,5,51.3,11,12,0,1,69.6,0,3.7,2,1,0,2,1,0,0,20.8,1,0.37,2.0,3,1,2,0,2,5.3,0,0,1
14.0,2,8.3,8.56,12.05,9.83,0,63.3,8,10,1,2,69.9,0,9.3,1,1,0,3,3,3,1,19.0,1,1.34,3.0,5,3,3,0,2,6.7,1,0,0
17.0,5,16.82,16.31,17.63,16.24,0,88.4,0,0,2,0,92.7,0,15.8,0,2,0,4,2,3,0,20.8,1,0.27,4.0,2,4,3,1,2,5.4,0,1,0
17.0,5,7.53,18.22,8.65,12.08,1,61.2,6,1,1,2,57.7,0,5.3,1,0,3,2,3,3,1,22.9,0,2.45,4.0,4,3,2,1,1,5.3,0,1,1
13.0,2,11.66,15.4,12.29,13.59,1,78.7,4,1,1,0,83.8,0,6.0,0,1,3,5,2,2,0,20.8,1,6.43,2.0,3,4,4,1,3,7.1,0,1,0
15.0,3,5.89,7.43,9.26,8.0,2,79.8,13,9,0,1,41.2,0,4.8,2,0,0,1,3,0,1,24.4,0,4.32,2.0,3,1,2,0,2,6.1,0,0,0
12.0,1,13.35,12.96,14.26,14.37,0,85.4,4,3,0,2,81.9,1,15.6,1,0,3,1,2,3,0,20.8,1,1.33,3.0,3,2,4,0,3,5.4,0,0,0
12.0,1,13.25,8.45,12.11,10.63,8,53.5,8,10,2,1,59.7,0,1.0,1,1,0,0,1,1,1,35.3,0,0.9,2.0,2,3,3,1,1,6.8,0,0,1
12.0,1,10.6,5.46,13.35,9.11,2,64.7,4,5,1,1,56.4,1,5.0,1,1,1,1,1,4,0,20.8,1,7.12,2.0,4,2,5,0,1,6.6,0,0,1
15.0,3,20.0,15.84,16.25,17.17,0,100.0,0,0,2,0,73.9,0,13.8,0,0,0,2,0,0,0,20.8,1,2.04,4.0,2,4,3,1,0,8.7,0,0,0
13.0,2,14.76,15.93,15.08,14.38,1,79.5,0,4,1,0,88.7,0,5.9,0,1,1,2,0,1,0,20.8,1,1.57,4.0,2,5,4,0,2,7.5,0,1,0
14.0,3,17.86,11.13,19.44,16.02,1,100.0,2,3,1,2,81.8,0,8.1,0,1,2,0,2,3,1,7.0,1,9.43,4.0,3,5,3,0,0,8.4,0,0,0
14.0,2,12.94,7.92,12.91,10.33,0,57.1,5,10,0,2,76.8,0,3.8,2,1,3,1,3,1,0,20.8,0,4.86,4.0,3,3,3,1,1,6.7,0,0,0
15.0,3,8.97,13.62,5.31,9.81,2,62.5,6,4,1,2,56.3,0,15.2,2,0,1,0,1,0,0,20.8,1,0.1,4.0,5,2,3,1,1,7.0,0,1,1
15.0,4,7.03,10.32,8.5,8.93,1,78.4,7,5,2,2,80.9,0,6.6,1,1,3,1,3,1,0,20.8,0,1.31,2.0,4,1,3,0,2,7.3,1,0,0
13.0,2,11.78,9.15,9.39,10.14,3,66.8,10,9,0,2,56.9,1,7.5,2,0,0,1,1,1,1,21.6,1,1.14,2.0,4,3,1,1,2,6.8,1,0,0
17.0,5,9.78,11.0,12.49,9.48,3,67.4,11,7,1,2,54.9,0,8.1,2,0,0,0,3,1,1,26.3,0,2.96,4.0,4,3,2,0,1,7.6,0,1,0
14.0,3,11.23,13.96,16.41,13.58,2,72.7,2,3,2,2,69.6,0,12.9,0,0,3,1,3,3,0,20.8,1,17.34,2.0,2,2,1,0,0,3.4,0,1,0
14.0,2,17.85,17.72,19.33,17.67,1,92.4,2,2,1,0,83.5,0,14.0,1,2,1,2,2,1,1,18.9,1,1.12,4.0,1,3,2,0,0,7.2,0,0,0
17.0,5,8.96,9.88,9.89,10.32,2,79.8,5,1,3,1,72.0,0,8.8,1,0,1,0,1,1,0,20.8,0,6.85,3.0,3,1,3,1,1,7.9,0,0,0
15.0,3,13.56,16.81,15.57,15.91,1,97.8,1,1,2,2,85.9,0,8.5,0,1,1,2,4,4,0,20.8,1,0.43,5.0,1,3,4,0,0,6.8,0,1,0
16.0,4,11.5,14.64,15.59,14.23,0,77.0,4,3,2,0,80.8,0,12.9,0,1,0,3,2,2,1,13.0,1,1.21,3.0,4,2,4,0,2,6.8,0,1,1
16.0,4,12.91,10.89,11.33,11.68,2,72.9,4,7,1,2,76.8,0,11.8,0,1,3,2,3,3,1,17.9,1,2.12,2.0,2,3,4,0,2,5.3,0,0,0
13.0,1,15.18,13.8,14.73,15.45,0,71.5,4,3,0,2,69.5,0,7.9,0,0,3,0,3,3,0,20.8,0,1.5,3.0,3,3,2,0,2,8.2,0,0,1
12.0,1,12.83,14.86,17.21,15.26,3,78.9,5,2,2,0,75.4,0,13.8,0,1,3,3,2,3,1,12.4,1,1.86,4.0,4,4,4,1,2,6.1,1,0,0
